current_path,proposed_final_path,disposition,referenced_by,historical_record_references,scientific_role,evidence_deletion_safe,replacement,sha256,bytes
scripts/run-statmech-v12-tests.sh,,delete_after_reference_check,,results/JSTAT/stages/discovery/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,255d2e59d8c4b925095168c841c1946ef4440de3fc6186ff2d7267f33a3a3400,508
scripts/run-statmech-v13-formal.sh,,delete_after_reference_check,,results/JSTAT/stages/replication/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/replication/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/run-formal-experiment.sh; historical manifests are records, not runtime dependencies",scripts/run-formal-experiment.sh,88ac6f378b264232b1a801e27dcd829a883343a85a040ac6034aa0fb9150f1a0,490
scripts/run-statmech-v13-pilot.sh,,delete_after_reference_check,,results/JSTAT/stages/replication/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/replication/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,dda10722aabb92de899b31c3288a3f14765f94688f091a4db829a9672b0a378d,489
scripts/run-statmech-v13-tests.sh,,delete_after_reference_check,,results/JSTAT/stages/replication/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/replication/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,c0538aab6b5e0c0ae9cae5ba5408330d10a579ec90f2c824ec7b3de9d6e702ae,299
scripts/run-statmech-v14-formal.sh,,delete_after_reference_check,,results/JSTAT/stages/corrected_quench/corrections/scientific_audit_1_1/historical_original/report.md; results/JSTAT/stages/corrected_quench/provenance/preconsolidation_index.csv; results/JSTAT/stages/corrected_quench/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/corrected_quench/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/run-formal-experiment.sh; historical manifests are records, not runtime dependencies",scripts/run-formal-experiment.sh,8c6b465b5cf58082d08fd2743e2b3b541fc4f5f3e7b2bece2225bba5eff1f748,400
scripts/run-statmech-v14-pilot.sh,,delete_after_reference_check,,results/JSTAT/stages/corrected_quench/corrections/scientific_audit_1_1/historical_original/report.md; results/JSTAT/stages/corrected_quench/provenance/preconsolidation_index.csv; results/JSTAT/stages/corrected_quench/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/corrected_quench/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,cf0e1430b4b8e8ef669e1e0f226dc363b4d92248297df3306814ae11fd3d8909,399
scripts/run-statmech-v14-tests.sh,,delete_after_reference_check,,results/JSTAT/stages/corrected_quench/corrections/scientific_audit_1_1/historical_original/report.md; results/JSTAT/stages/corrected_quench/provenance/preconsolidation_index.csv; results/JSTAT/stages/corrected_quench/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/corrected_quench/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,cf6e59ff4e9187b49e27f32fee6a529e49ca7610dc89f9b8fe381a653ea5c64c,273
scripts/run-statmech-v15-pilot.sh,,delete_after_reference_check,,results/JSTAT/stages/cross_model/provenance/preconsolidation_index.csv; results/JSTAT/stages/cross_model/provenance/preconsolidation_repository_manifest.csv,consolidated final-study stage wrapper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d095a1614252657181a26416ce68f8c102971550c4514e46ed3684eb3a32e66e,947
scripts/run-statmech-v15-reconstruction-analysis.sh,,delete_after_reference_check,,results/JSTAT/stages/cross_model/provenance/preconsolidation_index.csv; results/JSTAT/stages/cross_model/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/cross_model/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/replay-results.sh; scripts/analyze-results.sh; scripts/compare-reconstruction.py; historical manifests are records, not runtime dependencies",scripts/replay-results.sh; scripts/analyze-results.sh; scripts/compare-reconstruction.py,0db2b754f60184f5066d471066bcd54c94a94f5ed90aeacc4ac5365a0d5cab22,3943
scripts/run-statmech-v15-reconstruction-formal.sh,,delete_after_reference_check,,results/JSTAT/stages/cross_model/provenance/preconsolidation_index.csv; results/JSTAT/stages/cross_model/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/cross_model/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/run-formal-experiment.sh; scripts/verify-source-checksum.py; historical manifests are records, not runtime dependencies",scripts/run-formal-experiment.sh; scripts/verify-source-checksum.py,068a7ab066188c0cb6ff535a0770274e6d6e0c7b3e96abc9e89bdbfbd87affb4,6081
scripts/run-statmech-v15-reconstruction-pilot.sh,,delete_after_reference_check,,results/JSTAT/stages/cross_model/provenance/preconsolidation_index.csv; results/JSTAT/stages/cross_model/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/cross_model/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,bf6dcbf78286c48a12545fd1cfad8ed9f60baac30034ad22d8895c2a0bbab443,1389
scripts/run-statmech-v15-surrogate.sh,,delete_after_reference_check,,results/JSTAT/stages/cross_model/provenance/preconsolidation_index.csv; results/JSTAT/stages/cross_model/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/cross_model/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/analyze-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh,feaeff7e1a7f65a02065f2cd556b8350f16a1eaeb78ee802c0f31bdbf26739f4,303
scripts/run-statmech-v15-tests.sh,,delete_after_reference_check,,results/JSTAT/stages/cross_model/provenance/preconsolidation_index.csv; results/JSTAT/stages/cross_model/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/cross_model/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,1d3ff8f62b4cdd0d5361c9cc751032fb18b739fdcc3524fe6114bec050a71f20,2550
scripts/run-statmech-v9-analysis.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh,6a6bd3310dc42c3fcd4b436d8bd6fb5fb4e9be9f640097fca78b91188f7ebd8f,416
scripts/run-statmech-v9-export.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d1adb0cf7b0365da4cf987b55541f0797b30a7fcae14d7223786d93b36b6421f,261
scripts/run-statmech-v9-formal.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/run-formal-experiment.sh; historical manifests are records, not runtime dependencies",scripts/run-formal-experiment.sh,4104785c1d6c976c3cd304615a3a023e96c0fb11ddf2b5d48ff833c10d37bbd3,261
scripts/run-statmech-v9-pilot.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,a37554a290fe96f9f41752a68fc93c67f3870bc15a33abb35e8c8332ad4b292e,260
scripts/run-statmech-v9-tests.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,d79ee734d6b204c2a2a56893c86fa92790911ea251a6c5c5b8dc86030cc16515,226
scripts/run-sweep.sh,,delete_after_reference_check,,,abandoned pre-publication experiment workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,dbc07ffbe703d3c284198c101e9ef3dbb7f66a9c83354b3eb525767124342361,482
scripts/run-tests.sh,scripts/run-tests.sh,retain,README.md; docs/reproducibility.md; docs/validation.md; scripts/verify-results.sh; thermoagent/statmech_llm/corrected_quench/reporting.py; thermoagent/statmech_llm/discovery/reporting.py; thermoagent/statmech_llm/replication/reporting.py; thermoagent/statmech_llm/reporting.py; thermoagent/statmech_llm/repository_audit.py; thermoagent/statmech_llm/workflow.py,,run the consolidated Python tests,retained in positive final workflow closure,scripts/run-tests.sh,e2d6f45633e41c0331ca20d8856df394fb3a5c71162b3cf1ad16f3a2309151c7,266
scripts/run-v6-dashboard.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d370fae82e4d87067d7829f4f2b41510694e58cec4ca9d424656d19e4321c19e,674
scripts/run-v6-development.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,788488b94bc9257817d4eb77d11008d226bc0ed7c752a521c11e2542c8019e86,1362
scripts/run-v6-holdout.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,c1e0ae7915f3623c811140a817a18c6a57ec57c10d03f82c80463214c250359a,694
scripts/run-v6-learnability.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,f2ec8caccd9fdab00c8cd2c90fb44105ddb3ae80e7b02bd3a15c4cd3330fbee5,454
scripts/run-v6-pilot.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,fc84c7b2fb9208949eaf18eff36e90075d01d432c0cbfdc4c79bc9be011c8d45,911
scripts/run-v6-real-qwen.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,93b9867ca3fb4e3e220968cf4e5b20227aa907ec413c7cd1671044ca3c224fe0,687
scripts/run-v6-sketch-analysis.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh,c4689a513af1e29b6c829c54261210f1344e44a9ad8302fa65c52a704d0634eb,527
scripts/run-v6-tests.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,6057f6a4bb3a892ba9324b7cb9b0eaf0592209475344865ed9289300af5930c3,958
scripts/run-v6-v5-reanalysis.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh,0ee3db8db2a1745ec14fe8fa9e49aa2e4290698c01034ae33d4c3df813964bc3,559
scripts/run-v6-validation.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,6f91892772a3856eab57b2ae1440e1358f1580bf081d65572f2741af48329afa,769
scripts/run-v7-complexity-audit.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,f71456a20d09ed494cd3062da32d6f5b6f2f805c9ed5d4884d86ffe797eebc7e,503
scripts/run-v7-development.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,40f993d0816b497391524f0545108a0c6882b9ea8aed8d86f2f305e30d8308a9,615
scripts/run-v7-environment-smoke.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,2ff5021fdcbe26d1ecd62853714613ed16308f89fcb179fb1b80d522c53624bc,372
scripts/run-v7-holdout.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,48530c190284f0f8de1bade63200de9f27384b49ce141098dcb7aed6692d61a6,658
scripts/run-v7-pilot-iteration2.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,3e52b49cbb6719ef2cb013235ff461b788ec247ced4b73e434160b2227467586,250
scripts/run-v7-pilot-iteration3.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,0657187cd90f8de8a3afdbca106165bd419cf168e731ff876d15412b2fdbf0ea,250
scripts/run-v7-pilots.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,cbf34b8954e5333725e41d8984329dd7c5e519dbde7948d6262eb31b2e07f5c8,239
scripts/run-v7-real-qwen.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,b551a99801229764a3d887c23a5b4b2cb5937312c5918fa023608bbfff0b524f,246
scripts/run-v7-tests.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,0681522ca7103b8efd00a197cc2dcef65a2067389c559db7b6f5e7c32691f21d,608
scripts/run-v7-validation.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,1db38d45648dd758eef4bd0a7e22fb77410f8bc2a1172aecec4486235a305c8e,695
scripts/run-v8-ablations.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,82bf8d0fd020f03ddc12c9084f3b872c5715d1043b28e4ab4d751436f7dfa343,724
scripts/run-v8-development-agents.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,9fd63dc44f28546333cefd1ec43a2573136016ca44abf41d1cb830d50c6bc15a,563
scripts/run-v8-development.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,5dc180d0b1e8e03f517dc5b65081476c449f0d2a836802a960dd6ae4aec9b043,328
scripts/run-v8-final-development.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,77f23e052d4110d7e33a8459ceafa8435f2d204504930aaa3088ca0e32e53278,493
scripts/run-v8-holdout.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,2f303c3eafdcf19afba67650c83380f81baa35a0e917b2d239a52dadd646822c,935
scripts/run-v8-hysteresis-repair-pilot-v2.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,20f1d6db6bc7f32fbb2072b22e18fe4177b43a7a3684894ce9105c25c95589ee,482
scripts/run-v8-hysteresis-repair-pilot-v3.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,35c920d450624cf21daad5a5d48bd7ec460c9c42f6c690a04aabcc95cbd8b3d7,482
scripts/run-v8-hysteresis-repair-pilot.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,f7eba3f080acb21da4ca4ccef62d2f15c44ea2cec3979e7750e11024753c4b39,348
scripts/run-v8-pilots.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,c28b4b22af23e5931f2b29dd17a49c191cb89a2badfe59cd72895db298c63f94,320
scripts/run-v8-seed-stability.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d31c4cc37a883d3a20153e1fac08562ab0a9caf8d9e31e29330ce3675c1a9845,634
scripts/run-v8-tests.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,454f123e656372115bf9b0d804cf11b7acd831b0ed1b9625defd6f3eb314f617,727
scripts/run-v8-validation.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,cca3e7fcddf2bef0f6f0969d5e88767a13947794b754726840df64806ea1bd89,970
scripts/runpod-common.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,4b372383669f7d1cd07a416369999e4cb22cf62b3c6ee5ef7367966ecd6036d6,1090
scripts/runpod-exec.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,76d576fc841efbfd7de571e8b01d19607711bd9d9ceb9af5bc79c1879a3dedff,453
scripts/runpod-fetch-results.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,f40d2ee3519ed3d581009a007f68a3c1ab57a2ee9dd59290983b37d5e148901a,496
scripts/runpod-fetch-v2-results.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,07da41a718f3b50034522ce1291af4b42eeffdb162e244c3a2dc8fc3424d464c,549
scripts/runpod-fetch-v3-results.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,3b1b57dba713b3d1e2ae2a09f87cd68ac6e4f5d079f47710a9fd7ee00e4ef0bd,511
scripts/runpod-fetch-v4-results.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d84082c945e5fa9ea2d310a0bf1218b945160b889fdbfe083f712cb464e07458,511
scripts/runpod-fetch-v6-results.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,053fb5ba6c7e964d200ad9edd6f650260f08d8f2c135a2807c7c0aa28c0cb6a9,611
scripts/runpod-fetch.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,cf381ed693a8b458ad39e5898576639cbd231c2cd4a8bb3092d1d202cb8aa0d6,1046
scripts/runpod-monitor.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,06e574ec53194a8fcb6d6b564dcd0bb27012bcf602d0ec8ca8da0807ca396c56,941
scripts/runpod-smoke-test.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,b9a48e06eee3bc2cae86df28d18b4fe41deef3d3d619fd2a946d851c2776f9c4,987
scripts/runpod-sync-controls.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,8764d920f69fbe1b22d9fd4d3f0a18b8507f74c01557fd4c751871477b33f387,1153
scripts/runpod-sync-v2-controls.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,3e1431099c89ae04e9a46f87c73db08d83fe9561a28d16c122b09f50cc83747b,2059
scripts/runpod-sync-v3-controls.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,4f1f614b2898cdaf06452fa14d560c96fc528d3cff4350d467318a8344ec1379,1382
scripts/runpod-sync.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,0968047802e2983bb7ecd8aefd84820699e44c1337a8774185fbd09c666070c9,1304
scripts/setup-doet-runpod.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by scripts/setup-study-environment.sh; historical manifests are records, not runtime dependencies",scripts/setup-study-environment.sh,8a6ba572add2c7d587f3e7097e03f11288c9f86cdc1dd03142a29fb68c162154,1253
scripts/setup-human-operator-runpod.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/setup-study-environment.sh; historical manifests are records, not runtime dependencies",scripts/setup-study-environment.sh,6b25ca5bd408a31b38e6aa0323510745fff4e797b8e6faf1489c4122455f7232,2182
scripts/setup-runpod.sh,,delete_after_reference_check,,,retired remote orchestration helper,"no active reference; functionality replaced by scripts/setup-study-environment.sh; historical manifests are records, not runtime dependencies",scripts/setup-study-environment.sh,d5e58da7b673e4b2baed91e80adb08b744fe93ffd4cb1e8340e5ffbffd8cb6be,2073
scripts/setup-study-environment.sh,scripts/setup-study-environment.sh,retain,README.md; docs/reproducibility.md; thermoagent/statmech_llm/reporting.py; thermoagent/statmech_llm/repository_audit.py; thermoagent/statmech_llm/workflow.py,,install and verify the pinned GPU environment,retained in positive final workflow closure,scripts/setup-study-environment.sh,bd0c765d386f6317c27573d56ff6a2602460977c4fb8cd071f356d10b1db4431,7061
scripts/start-doet-job.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,70c62d1d84627c5f36e8d49b4684be1788497924676884e6d1c0b0f3a2b8c3c4,1233
scripts/start-job.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,19543fa72dd16b31201d7123ac31ba80bf517b09d82093bbbac6411a16b05b2f,1180
scripts/train-doet-multiseed.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,e9c063f9c668cabd8ce35b28af3f8957ab3feab197e050b51485b3273c6021b1,778
scripts/train-human-operator-multiseed.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,717eb6a4bec63643fc9c4309ccb0f9942a07521e5daa8d60ccefc8dec623b9b7,147
scripts/train-human-operator-v4-multiseed.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,7158b30e190ba39b59ea8aa53570cbe36c46c82a3ef005cd726834a9785f6273,166
scripts/train-policies.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,ba58f0857bc3c5341dc1b839ebf42ea3dbd5ae37300af49edbd97745e4bcd1c8,802
scripts/train-v6-multiseed.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,cc0ca180ae8b41c10b3327f635e4896fbca7ee28fb25719db3c82ea4ff069388,660
scripts/train-v7-multiseed.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,9bab131286dbdb461b857f0beda1c386f3da3aa0e7f907ab2e1ccea45b86a192,248
scripts/train-v8-multiseed.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,0a0691bfc4e3360ea8d04d5970d718c946fe7f7eb24999b89b4f79940318cce8,446
scripts/validate-human-operator-pdfs.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/verify-results.sh,e06bb36dea6ff8358ae820c41ee85e5885952f4be7e56e549b320aa12493089b,160
scripts/validate-human-operator-v4-pdfs.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/verify-results.sh,4821a3ffd33d6842fe83c9ecc0f97e0c4c2b9581de767cbd00a296cca37f792d,308
scripts/validate-human-operator-v5-pdfs.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/verify-results.sh,a7aa1c51fe8faca8434644256f7902c791437812b48261e8609f68c08afafdee,308
scripts/validate-pdfs.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/verify-results.sh,f97fc7f39fbac0693a6a488ea251a3a7b68d000c8b7530b5ca8b176d494cd3f2,227
scripts/validate-v6-pdfs.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/verify-results.sh,1b08311d32672f9dfaaca34c44aa8f712d36a7720e6e7552ebb1198f7d6fa6f1,384
scripts/validate-v7-pdfs.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/verify-results.sh,fecbbf3881730a4e0c1f237d83b29ad64f76af61cf7fda921541e67efb72c57f,292
